country_code,uuid,age,gender,rural,dem_education_level,dem_full_time_job,dem_has_children,question_bbi_2016wave4_basicincome_awareness,question_bbi_2016wave4_basicincome_vote,question_bbi_2016wave4_basicincome_effect,question_bbi_2016wave4_basicincome_argumentsfor,question_bbi_2016wave4_basicincome_argumentsagainst,age_group,weight
GB,acdf3dd0-dc20-0133-de6d-0a81e8b09a82,30,male,rural,high,yes,yes,I have heard just a little about it,I would probably vote against it,‰Û_ spend more time with my family,None of the above,None of the above,26_39,0.290831172
GB,5fac61e0-d984-0133-7f06-0a81e8b09a82,49,female,urban,high,no,yes,I understand it fully,I would vote for it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs,None of the above,40_65,142.427.002
GB,049257f0-dd98-0133-7507-0a81e8b09a82,42,male,urban,high,no,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,40_65,1.141.259.191
GB,019fadc0-d962-0133-cfbc-0a81e8b09a82,48,male,urban,medium,no,yes,I understand it fully,I would vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity,It might encourage people to stop working,40_65,1.368.167.856
GB,07c0be30-dc72-0133-8491-0a81e8b09a82,40,female,urban,NA,no,no,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,It is impossible to finance,40_65,2.078.902.237
GB,f428f590-d8d2-0133-5ec4-0a81e8b09a82,17,female,rural,medium,no,no,I know something about it,I would vote for it,A basic income would not affect my work choices,"It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",It might encourage people to stop working | It is impossible to finance,14_25,0.533371798
GB,d31df330-dccc-0133-f9f1-0a81e8b09a82,51,female,urban,low,yes,no,I have heard just a little about it,I would probably vote for it,‰Û_ gain additional skills,It creates more equality of opportunity | It reduces bureaucracy and administrative expenses,Only the people who need it most should get something from the state,40_65,1.308.833.085
GB,259b8980-d9b0-0133-fbfb-0a81e8b09a82,43,male,urban,medium,yes,yes,I understand it fully,I would probably vote against it,‰Û_ look for a different job,None of the above,Foreigners might come to my country and take advantage of the benefit,40_65,1.368.167.856
GB,806bcde0-d97a-0133-5832-0a81e8b09a82,30,female,urban,high,yes,no,I understand it fully,I would vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity,It increases dependence on the state,26_39,1.194.747.314
GB,9c8b2ed0-dbc0-0133-d733-0a81e8b09a82,31,female,rural,medium,no,yes,I have heard just a little about it,I would probably vote for it,None of the above,It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | Only the people who need it most should get something from the state,26_39,0.400065272
GB,f71993c0-d8d7-0133-8f3e-0a81e8b09a82,47,male,urban,high,yes,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working,40_65,1.141.259.191
GB,86d2faf0-d9f2-0133-308d-0a81e8b09a82,47,male,urban,high,no,yes,I know something about it,I would vote against it,A basic income would not affect my work choices,It reduces bureaucracy and administrative expenses,It is against the principle of linking merit and reward | It might encourage people to stop working | It increases dependence on the state,40_65,1.141.259.191
GB,a6b2c8f0-dd6d-0133-f9c6-0a81e8b09a82,39,male,urban,high,yes,yes,I understand it fully,I would vote for it,‰Û_ stop working,"It increases solidarity, because it is funded by everyone | It reduces bureaucracy and administrative expenses",Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working,26_39,1.142.425.954
GB,a33bb140-dd5d-0133-dc0a-0a81e8b09a82,38,male,urban,high,yes,yes,I understand it fully,I would vote for it,‰Û_ stop working,It reduces anxiety about financing basic needs | It creates more equality of opportunity,It increases dependence on the state | Only the people who need it most should get something from the state,26_39,1.142.425.954
GB,9c989960-da05-0133-0808-0a81e8b09a82,35,female,rural,low,no,yes,I have never heard of it,I would probably vote against it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,It might encourage people to stop working | Only the people who need it most should get something from the state | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state,26_39,0.35663428
GB,36999f90-dafb-0133-a96e-0a81e8b09a82,47,male,urban,NA,yes,no,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,It creates more equality of opportunity | It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,40_65,1.057.380.182
GB,938f8010-dbf2-0133-18c9-0a81e8b09a82,48,female,rural,high,yes,no,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,It is impossible to finance,40_65,0.362581152
GB,602906b0-dcbe-0133-c928-0a81e8b09a82,21,female,urban,low,no,yes,I know something about it,I would probably vote for it,‰Û_ work less,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit,14_25,1.009.226.925
GB,dcaf13a0-dcc9-0133-26ac-0a81e8b09a82,34,male,urban,high,yes,yes,I know something about it,I would probably vote against it,None of the above,It encourages financial independence and self-responsibility,It is impossible to finance,26_39,1.142.425.954
GB,185ae440-dd70-0133-030c-0a81e8b09a82,30,male,rural,medium,yes,yes,I have heard just a little about it,I would probably vote against it,‰Û_ do more volunteering work,It creates more equality of opportunity,Only the people who need it most should get something from the state,26_39,0.486084914
GB,6d78e1a0-df39-0133-993c-0a81e8b09a82,49,female,rural,low,no,no,I have heard just a little about it,I would not vote,‰Û_ look for a different job,None of the above,None of the above,40_65,0.333193988
GB,a6e657d0-da0f-0133-fe00-0a81e8b09a82,62,male,urban,medium,yes,yes,I have heard just a little about it,I would not vote,‰Û_ work as a freelancer,None of the above,It might encourage people to stop working | It is impossible to finance,40_65,1.368.167.856
GB,0b8d6b30-dccd-0133-fb60-0a81e8b09a82,31,female,urban,high,yes,no,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs",Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It might encourage people to stop working,26_39,1.194.747.314
GB,dcd8f300-dc1c-0133-d5a8-0a81e8b09a82,42,female,urban,medium,yes,yes,I know something about it,I would not vote,None of the above,None of the above,Foreigners might come to my country and take advantage of the benefit,40_65,1.635.288.383
GB,0ba9f3a0-dbf2-0133-ec66-0a81e8b09a82,34,male,rural,medium,no,yes,I know something about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,It might encourage people to stop working | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward | It increases dependence on the state,26_39,0.486084914
GB,f194ea80-dbc7-0133-9f6f-0a81e8b09a82,48,female,urban,low,no,no,I understand it fully,I would vote for it,‰Û_ gain additional skills,"It creates more equality of opportunity | It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit,40_65,1.308.833.085
GB,b0a3f6d0-db4b-0133-8b20-0a81e8b09a82,25,female,urban,medium,no,no,I know something about it,I would not vote,‰Û_ spend more time with my family,It increases appreciation for household work and volunteering,It is impossible to finance,14_25,2.095.159.817
GB,bd648790-da84-0133-dcb5-0a81e8b09a82,29,male,urban,medium,yes,yes,I know something about it,I would not vote,‰Û_ work as a freelancer,"It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility",Only the people who need it most should get something from the state,26_39,1.909.410.255
GB,f4a4f8e0-da99-0133-189a-0a81e8b09a82,25,male,urban,high,yes,no,I know something about it,I would probably vote against it,‰Û_ gain additional skills,It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs | It creates more equality of opportunity,It might encourage people to stop working | It is against the principle of linking merit and reward | It increases dependence on the state,14_25,141.398.811
GB,5125a380-dc8d-0133-0a19-0a81e8b09a82,17,male,urban,medium,no,no,I have heard just a little about it,I would probably vote for it,None of the above,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit,14_25,3.326.482.743
GB,33e5d970-da11-0133-01b5-0a81e8b09a82,14,male,urban,NA,no,no,I know something about it,I would not vote,None of the above,None of the above,None of the above,14_25,1.187.033.567
GB,02853440-da5e-0133-65ae-0a81e8b09a82,23,female,rural,high,yes,yes,I know something about it,I would probably vote for it,‰Û_ stop working,It reduces bureaucracy and administrative expenses,It is against the principle of linking merit and reward,14_25,0.325479279
GB,9cff2570-d954-0133-87e3-0a81e8b09a82,48,male,urban,low,no,no,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,40_65,1.136.057.805
GB,a7466f60-d98a-0133-a23b-0a81e8b09a82,50,female,urban,high,no,no,I have never heard of it,I would probably vote for it,‰Û_ look for a different job,It reduces anxiety about financing basic needs,None of the above,40_65,142.427.002
GB,f4dcbf20-dd55-0133-ed6d-0a81e8b09a82,43,male,urban,medium,yes,no,I understand it fully,I would probably vote for it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,40_65,1.368.167.856
GB,a0a41a30-dbb7-0133-5096-0a81e8b09a82,44,female,urban,medium,yes,yes,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,It encourages financial independence and self-responsibility,Only the people who need it most should get something from the state,40_65,1.635.288.383
GB,694c15d0-d9a7-0133-5a81-0a81e8b09a82,48,male,urban,high,no,yes,I know something about it,I would probably vote against it,‰Û_ do more volunteering work,It reduces anxiety about financing basic needs | It creates more equality of opportunity,It might encourage people to stop working | It increases dependence on the state,40_65,1.141.259.191
GB,832771c0-db48-0133-4365-0a81e8b09a82,20,male,urban,low,no,no,I have never heard of it,I would not vote,None of the above,None of the above,Only the people who need it most should get something from the state,14_25,1.031.692.086
GB,ccc38120-daa6-0133-a1e0-0a81e8b09a82,27,female,urban,high,yes,no,I understand it fully,I would probably vote for it,‰Û_ work less,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit,26_39,1.194.747.314
GB,54baece0-dba8-0133-505d-0a81e8b09a82,36,female,urban,NA,yes,no,I have never heard of it,I would probably vote for it,‰Û_ do more volunteering work,It encourages financial independence and self-responsibility,It is against the principle of linking merit and reward,26_39,1.613.432.423
GB,8a9de270-dcd0-0133-939d-0a81e8b09a82,43,female,rural,medium,no,yes,I know something about it,I would not vote,None of the above,None of the above,None of the above,40_65,0.416300798
GB,babeca20-db4b-0133-8b53-0a81e8b09a82,42,female,urban,high,yes,yes,I have never heard of it,I would not vote,‰Û_ work as a freelancer,None of the above,None of the above,40_65,142.427.002
GB,77af9830-db08-0133-c7ca-0a81e8b09a82,18,female,urban,low,no,no,I have heard just a little about it,I would not vote,None of the above,None of the above,None of the above,14_25,1.009.226.925
GB,add857d0-de55-0133-2595-0a81e8b09a82,53,female,urban,low,no,no,I know something about it,I would not vote,None of the above,None of the above,Foreigners might come to my country and take advantage of the benefit,40_65,1.308.833.085
GB,eadef700-dcd8-0133-56cc-0a81e8b09a82,28,female,urban,medium,no,no,I understand it fully,I would probably vote against it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | Only the people who need it most should get something from the state,26_39,1.571.512.941
GB,d71e67c0-d99c-0133-b27d-0a81e8b09a82,40,female,rural,high,yes,yes,I know something about it,I would probably vote for it,‰Û_ work less,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state | It is against the principle of linking merit and reward | It is impossible to finance,40_65,0.362581152
GB,814992f0-dbb9-0133-576c-0a81e8b09a82,35,male,urban,high,yes,no,I understand it fully,I would probably vote against it,‰Û_ work less,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit,26_39,1.142.425.954
GB,63fd4b40-d96e-0133-05c8-0a81e8b09a82,47,male,urban,high,no,no,I know something about it,I would vote for it,‰Û_ work as a freelancer,It creates more equality of opportunity | It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs,It is impossible to finance | It increases dependence on the state,40_65,1.141.259.191
GB,8ad46020-dbcd-0133-efcc-0a81e8b09a82,44,female,urban,low,yes,yes,I have heard just a little about it,I would not vote,A basic income would not affect my work choices,None of the above,Foreigners might come to my country and take advantage of the benefit,40_65,1.308.833.085
GB,6e0ead10-dc7d-0133-d0b2-0a81e8b09a82,28,female,rural,medium,yes,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,26_39,0.400065272
GB,612a3ab0-dd05-0133-4e7a-0a81e8b09a82,59,female,urban,high,yes,yes,I know something about it,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,It might encourage people to stop working,40_65,142.427.002
GB,6b04b490-dce0-0133-c5b9-0a81e8b09a82,28,male,urban,NA,yes,yes,I understand it fully,I would probably vote against it,‰Û_ work as a freelancer,It reduces bureaucracy and administrative expenses,Foreigners might come to my country and take advantage of the benefit,26_39,1.177.767.513
GB,eb2d8e70-da53-0133-8acb-0a81e8b09a82,20,female,urban,medium,no,no,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It creates more equality of opportunity | It encourages financial independence and self-responsibility",None of the above,14_25,2.095.159.817
GB,05c53d80-dc52-0133-119a-0a81e8b09a82,30,female,rural,high,no,no,I have heard just a little about it,I would not vote,None of the above,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It creates more equality of opportunity",It increases dependence on the state | It might encourage people to stop working | Only the people who need it most should get something from the state,26_39,0.304150794
GB,a4810e70-d8d1-0133-5a47-0a81e8b09a82,26,female,urban,high,yes,no,I know something about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It might encourage people to stop working | It increases dependence on the state,26_39,1.194.747.314
GB,26c22170-dce3-0133-d218-0a81e8b09a82,59,male,urban,high,yes,yes,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,"It increases appreciation for household work and volunteering | It reduces bureaucracy and administrative expenses | It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",It increases dependence on the state | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working,40_65,1.141.259.191
GB,13767fd0-db69-0133-3f75-0a81e8b09a82,34,male,rural,medium,yes,no,I understand it fully,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses,It might encourage people to stop working | It increases dependence on the state,26_39,0.486084914
GB,9df8e820-d9f5-0133-001b-0a81e8b09a82,15,male,urban,NA,no,no,I know something about it,I would not vote,‰Û_ work less,It reduces anxiety about financing basic needs | It creates more equality of opportunity,It might encourage people to stop working,14_25,1.187.033.567
GB,ab4e0700-dae2-0133-30f6-0a81e8b09a82,28,female,rural,high,yes,yes,I know something about it,I would probably vote for it,‰Û_ look for a different job,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,26_39,0.304150794
GB,203e1d40-da80-0133-3390-0a81e8b09a82,49,female,rural,medium,yes,yes,I know something about it,I would vote for it,‰Û_ work as a freelancer,It creates more equality of opportunity | It reduces anxiety about financing basic needs,It is impossible to finance | Foreigners might come to my country and take advantage of the benefit,40_65,0.416300798
GB,7e7a66f0-dee8-0133-0544-0a81e8b09a82,41,female,urban,low,yes,yes,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,40_65,1.308.833.085
GB,2a5caeb0-dbcc-0133-9f6e-0a81e8b09a82,15,male,urban,low,no,no,I have never heard of it,I would vote for it,‰Û_ spend more time with my family,"It creates more equality of opportunity | It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It might encourage people to stop working,14_25,1.031.692.086
GB,b1df81c0-dc17-0133-c8fb-0a81e8b09a82,43,female,rural,medium,no,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,40_65,0.416300798
GB,9e24ecd0-de39-0133-56ff-0a81e8b09a82,43,female,rural,medium,no,yes,I have heard just a little about it,I would vote for it,None of the above,It encourages financial independence and self-responsibility,None of the above,40_65,0.416300798
GB,2a60fe70-d981-0133-f532-0a81e8b09a82,60,male,rural,high,yes,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,40_65,0.290534145
GB,4934d640-dd4a-0133-4024-0a81e8b09a82,48,male,rural,low,no,yes,I know something about it,I would vote for it,‰Û_ spend more time with my family,"It creates more equality of opportunity | It increases appreciation for household work and volunteering | It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses | It increases solidarity, because it is funded by everyone",It is impossible to finance | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,40_65,0.289210011
GB,8b5015c0-dc0d-0133-a7fe-0a81e8b09a82,30,female,urban,high,yes,yes,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,None of the above,It is impossible to finance,26_39,1.194.747.314
GB,52555670-dc36-0133-7138-0a81e8b09a82,40,male,urban,high,yes,yes,I understand it fully,I would vote for it,‰Û_ spend more time with my family,It encourages financial independence and self-responsibility | It reduces bureaucracy and administrative expenses,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance,40_65,1.141.259.191
GB,42280ae0-db1a-0133-420b-0a81e8b09a82,36,female,rural,NA,yes,yes,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit,26_39,0.410736854
GB,03751440-dced-0133-c4a6-0a81e8b09a82,34,male,urban,medium,no,no,I have never heard of it,I would vote for it,‰Û_ gain additional skills,It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses,It might encourage people to stop working,26_39,1.909.410.255
GB,71d17e60-dcae-0133-450a-0a81e8b09a82,58,male,rural,low,no,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit,40_65,0.289210011
GB,e53f4d70-dd16-0133-8e0f-0a81e8b09a82,28,male,rural,NA,no,yes,I have heard just a little about it,I would vote against it,‰Û_ stop working,"It increases appreciation for household work and volunteering | It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward,26_39,0.29982819
GB,d1b43f10-dc0c-0133-a536-0a81e8b09a82,25,male,urban,medium,no,no,I know something about it,I would vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | Only the people who need it most should get something from the state | It is impossible to finance | It is against the principle of linking merit and reward | It increases dependence on the state,14_25,3.326.482.743
GB,a4fb1700-d968-0133-7623-0a81e8b09a82,43,male,urban,NA,no,yes,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,40_65,1.057.380.182
GB,6462ce20-d8ff-0133-c1b0-0a81e8b09a82,45,male,urban,medium,no,no,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state,40_65,1.368.167.856
GB,c1d84a70-dac8-0133-6f67-0a81e8b09a82,42,male,urban,NA,yes,yes,I have never heard of it,I would vote against it,None of the above,None of the above,None of the above,40_65,1.057.380.182
GB,09eba5e0-d963-0133-418f-0a81e8b09a82,46,male,rural,medium,yes,yes,I have never heard of it,I would probably vote for it,‰Û_ spend more time with my family,"It increases solidarity, because it is funded by everyone",It is impossible to finance,40_65,0.348299038
GB,a52a71f0-da81-0133-9e3a-0a81e8b09a82,41,female,urban,medium,yes,yes,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit,40_65,1.635.288.383
GB,15e49b30-dc13-0133-89c4-0a81e8b09a82,31,female,urban,high,no,yes,I have never heard of it,I would probably vote for it,‰Û_ spend more time with my family,"It increases solidarity, because it is funded by everyone | It creates more equality of opportunity | It reduces anxiety about financing basic needs",Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It is impossible to finance | It might encourage people to stop working,26_39,1.194.747.314
GB,7f18d4e0-dc06-0133-e383-0a81e8b09a82,45,male,rural,high,yes,yes,I understand it fully,I would vote for it,‰Û_ gain additional skills,"It increases solidarity, because it is funded by everyone | It creates more equality of opportunity | It reduces anxiety about financing basic needs",It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance,40_65,0.290534145
GB,7209b170-d9be-0133-c056-0a81e8b09a82,18,female,rural,high,no,no,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,It increases appreciation for household work and volunteering | It encourages financial independence and self-responsibility | It creates more equality of opportunity,It is against the principle of linking merit and reward | It increases dependence on the state | It might encourage people to stop working | It is impossible to finance,14_25,0.325479279
GB,ebdf71b0-db06-0133-c383-0a81e8b09a82,31,female,urban,high,no,yes,I understand it fully,I would vote for it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,26_39,1.194.747.314
GB,3f3ea790-d98e-0133-f0db-0a81e8b09a82,44,female,rural,medium,yes,no,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,40_65,0.416300798
GB,5bee5a40-d9be-0133-bfcf-0a81e8b09a82,19,female,urban,low,yes,no,I have never heard of it,I would vote for it,None of the above,It reduces anxiety about financing basic needs | It creates more equality of opportunity | It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It is impossible to finance | Only the people who need it most should get something from the state,14_25,1.009.226.925
GB,f5f73220-d8e1-0133-b4d8-0a81e8b09a82,49,male,urban,medium,no,no,I have heard just a little about it,I would vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working,40_65,1.368.167.856
GB,98475590-da4c-0133-5653-0a81e8b09a82,55,male,urban,high,yes,yes,I understand it fully,I would vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working | It is against the principle of linking merit and reward | Only the people who need it most should get something from the state | It increases dependence on the state,40_65,1.141.259.191
GB,64f27d10-daff-0133-6446-0a81e8b09a82,15,male,rural,low,no,no,I have heard just a little about it,I would vote against it,‰Û_ work less,"It increases solidarity, because it is funded by everyone | It creates more equality of opportunity | It increases appreciation for household work and volunteering",Only the people who need it most should get something from the state,14_25,0.262641283
GB,61fc9db0-d8ac-0133-6c5b-0a81e8b09a82,62,male,rural,low,yes,no,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,None of the above,Only the people who need it most should get something from the state,40_65,0.289210011
GB,8bcccb90-d973-0133-fabc-0a81e8b09a82,23,male,urban,medium,yes,yes,I understand it fully,I would vote for it,‰Û_ spend more time with my family,"It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses | It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering | It creates more equality of opportunity",None of the above,14_25,3.326.482.743
GB,21387910-dbd2-0133-f191-0a81e8b09a82,45,female,rural,NA,no,no,I have never heard of it,I would vote against it,None of the above,None of the above,None of the above,40_65,0.529233051
GB,d87d5370-dd36-0133-0515-0a81e8b09a82,30,female,urban,high,yes,yes,I have never heard of it,I would vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,None of the above,26_39,1.194.747.314
GB,52faa0f0-da6c-0133-7ab0-0a81e8b09a82,60,female,rural,high,no,yes,I know something about it,I would vote for it,‰Û_ gain additional skills,"It creates more equality of opportunity | It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering | It reduces bureaucracy and administrative expenses",Foreigners might come to my country and take advantage of the benefit,40_65,0.362581152
GB,49e614d0-d8fe-0133-bf6c-0a81e8b09a82,43,female,rural,medium,yes,yes,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It increases dependence on the state | It is impossible to finance | It might encourage people to stop working,40_65,0.416300798
GB,f0206bd0-db2f-0133-04e7-0a81e8b09a82,23,male,urban,medium,yes,no,I have heard just a little about it,I would probably vote against it,‰Û_ work less,It reduces bureaucracy and administrative expenses,It is impossible to finance,14_25,3.326.482.743
GB,5305bb20-db50-0133-4274-0a81e8b09a82,25,female,rural,NA,no,no,I understand it fully,I would probably vote for it,‰Û_ gain additional skills,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit,14_25,0.148206279
GB,1abca3f0-dc80-0133-e388-0a81e8b09a82,16,male,urban,medium,no,no,I have heard just a little about it,I would not vote,None of the above,None of the above,None of the above,14_25,3.326.482.743
GB,2b561650-dd55-0133-9ff5-0a81e8b09a82,31,female,rural,high,yes,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs,It is against the principle of linking merit and reward | It is impossible to finance | It increases dependence on the state | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,26_39,0.304150794
GB,cf4e16c0-daa9-0133-9c00-0a81e8b09a82,19,female,urban,high,no,no,I know something about it,I would probably vote for it,‰Û_ look for a different job,It creates more equality of opportunity,Only the people who need it most should get something from the state,14_25,1.278.528.616
GB,d8a2ddf0-dc1e-0133-d9dc-0a81e8b09a82,40,female,rural,medium,yes,yes,I have heard just a little about it,I would vote against it,None of the above,None of the above,Only the people who need it most should get something from the state,40_65,0.416300798
GB,bc1f50f0-d9a3-0133-7497-0a81e8b09a82,41,female,rural,high,yes,yes,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,It is impossible to finance,40_65,0.362581152
GB,659000a0-dd72-0133-df97-0a81e8b09a82,52,male,urban,high,no,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It creates more equality of opportunity | It reduces bureaucracy and administrative expenses | It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,It might encourage people to stop working,40_65,1.141.259.191
GB,79511900-d8d0-0133-5721-0a81e8b09a82,43,female,urban,medium,no,yes,I know something about it,I would probably vote against it,‰Û_ work less,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,Only the people who need it most should get something from the state,40_65,1.635.288.383
GB,75fb1720-dad6-0133-4097-0a81e8b09a82,35,male,urban,NA,no,no,I have never heard of it,I would vote against it,‰Û_ look for a different job,It increases appreciation for household work and volunteering,It is impossible to finance | It is against the principle of linking merit and reward | It might encourage people to stop working | Only the people who need it most should get something from the state | It increases dependence on the state,26_39,1.177.767.513
GB,f689a090-dcf1-0133-d25f-0a81e8b09a82,46,male,urban,medium,yes,yes,I know something about it,I would vote against it,‰Û_ stop working,None of the above,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward | It is impossible to finance | It increases dependence on the state,40_65,1.368.167.856
GB,7fa25410-d8f7-0133-b2f8-0a81e8b09a82,56,female,urban,high,yes,no,I have never heard of it,I would vote against it,‰Û_ stop working,It reduces anxiety about financing basic needs,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It is against the principle of linking merit and reward,40_65,142.427.002
